layer,feature_id,active_count,active_fraction,total_activation,mean_activation_when_active,max_activation,sae_folder
18,1946,30,0.006846188954815153,8210.823028564453,273.69410095214846,380.599853515625,resid_post_all/layer_18_width_16k_l0_small
18,14908,30,0.006846188954815153,4575.523681640625,152.5174560546875,169.1218719482422,resid_post_all/layer_18_width_16k_l0_small
18,640,29,0.006617982656321315,23903.706787109375,824.2657512796336,1167.35888671875,resid_post_all/layer_18_width_16k_l0_small
18,11895,29,0.006617982656321315,13032.389434814453,449.3927391315329,839.4948120117188,resid_post_all/layer_18_width_16k_l0_small
18,445,29,0.006617982656321315,10804.158386230469,372.55718573208514,525.606201171875,resid_post_all/layer_18_width_16k_l0_small
18,6911,29,0.006617982656321315,10408.333618164062,358.90805579876076,488.621826171875,resid_post_all/layer_18_width_16k_l0_small
18,1417,29,0.006617982656321315,10255.733215332031,353.6459729424838,739.678955078125,resid_post_all/layer_18_width_16k_l0_small
18,15866,29,0.006617982656321315,9754.719696044922,336.3696446912042,471.79718017578125,resid_post_all/layer_18_width_16k_l0_small
18,6107,29,0.006617982656321315,9751.471740722656,336.2576462318157,441.8359069824219,resid_post_all/layer_18_width_16k_l0_small
18,3755,29,0.006617982656321315,7554.476959228516,260.4992054906385,417.4228820800781,resid_post_all/layer_18_width_16k_l0_small
18,4895,29,0.006617982656321315,6260.345001220703,215.87396555933458,292.712158203125,resid_post_all/layer_18_width_16k_l0_small
18,60,28,0.006389776357827476,14172.953247070312,506.1769016810826,836.1864624023438,resid_post_all/layer_18_width_16k_l0_small
18,968,28,0.006389776357827476,13820.031616210938,493.5725577218192,748.793212890625,resid_post_all/layer_18_width_16k_l0_small
18,2311,28,0.006389776357827476,12118.642700195312,432.8086678641183,628.9337158203125,resid_post_all/layer_18_width_16k_l0_small
18,713,28,0.006389776357827476,11809.851623535156,421.7804151262556,703.8201904296875,resid_post_all/layer_18_width_16k_l0_small
18,12843,28,0.006389776357827476,11103.554870605469,396.5555310930525,566.8876953125,resid_post_all/layer_18_width_16k_l0_small
18,10107,28,0.006389776357827476,10984.419647216797,392.3007016863142,519.36865234375,resid_post_all/layer_18_width_16k_l0_small
18,2306,28,0.006389776357827476,9873.964721679688,352.64159720284596,568.3123168945312,resid_post_all/layer_18_width_16k_l0_small
18,4009,28,0.006389776357827476,9809.348663330078,350.33388083321705,652.447265625,resid_post_all/layer_18_width_16k_l0_small
18,7372,28,0.006389776357827476,9434.844665527344,336.958738054548,633.6146850585938,resid_post_all/layer_18_width_16k_l0_small
18,1654,28,0.006389776357827476,8609.792877197266,307.4926027570452,591.7684326171875,resid_post_all/layer_18_width_16k_l0_small
18,5609,28,0.006389776357827476,7822.073715209961,279.3597755432129,406.84564208984375,resid_post_all/layer_18_width_16k_l0_small
18,7295,28,0.006389776357827476,7727.52116394043,275.9828987121582,357.1451416015625,resid_post_all/layer_18_width_16k_l0_small
18,4531,28,0.006389776357827476,5948.897232055664,212.46061543055944,259.584716796875,resid_post_all/layer_18_width_16k_l0_small
18,15762,28,0.006389776357827476,5895.214111328125,210.5433611188616,375.35595703125,resid_post_all/layer_18_width_16k_l0_small
18,14261,28,0.006389776357827476,5864.495391845703,209.44626399448939,274.77130126953125,resid_post_all/layer_18_width_16k_l0_small
18,9934,28,0.006389776357827476,5366.470062255859,191.6596450805664,229.93722534179688,resid_post_all/layer_18_width_16k_l0_small
18,8132,27,0.006161570059333638,14752.681213378906,546.395600495515,1002.9940185546875,resid_post_all/layer_18_width_16k_l0_small
18,3064,27,0.006161570059333638,12141.348693847656,449.6795812536169,699.765380859375,resid_post_all/layer_18_width_16k_l0_small
18,9960,27,0.006161570059333638,11993.914001464844,444.2190370912905,483.115478515625,resid_post_all/layer_18_width_16k_l0_small
18,11718,27,0.006161570059333638,10494.198028564453,388.6740010579427,579.576904296875,resid_post_all/layer_18_width_16k_l0_small
18,11988,27,0.006161570059333638,9425.179290771484,349.08071447301796,505.2779235839844,resid_post_all/layer_18_width_16k_l0_small
18,1235,27,0.006161570059333638,9405.68440246582,348.35868157280817,557.453125,resid_post_all/layer_18_width_16k_l0_small
18,2587,27,0.006161570059333638,9183.288558959961,340.1217984799986,518.5780639648438,resid_post_all/layer_18_width_16k_l0_small
18,1909,27,0.006161570059333638,8626.28092956543,319.4918862802011,435.03472900390625,resid_post_all/layer_18_width_16k_l0_small
